Short_Name,Zone,id,Trench_Name,Lon,Lat,Lon1,Lat1,Lon2,Lat2,Az,UPN,Geodetic_UPS,Seismic_UPS,M56_SP_Name,M56_UP_Name,M56_ARC_Name,M56_ARC_ref,M56_vc,M56_Azvc,M56_Ovc,M56_vcn,M56_vs,M56_Azvs,M56_Ovs,M56_vsn,M56_vd,M56_Azvd,M56_Ovd,M56_vdn,alphaS,alphaD,A,Phi
SEA53,SEA,53,Sulu,119.7,6.5,117.6,8.1,126.1,1.5,128.0,1,Undefined,-999,SUNDA,-999,UNDEF_SULU ARC,Simons et al. (2007),-999.0,-999.0,-999.0,-999.0,11.0,114.0,14.0,11.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.0,-999.0
SEA54,SEA,54,Manila,119.2,14.0,116.7,12.8,126.9,17.3,65.0,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_VISAYAS,Hsu YJ (pers. comm. 2023),101.0,118.0,53.0,60.0,59.0,106.0,41.0,45.0,45.0,134.0,69.0,16.0,37.0,62.0,23.0,768.0
SEA55,SEA,55,Manila,119.2,16.0,116.4,16.2,127.6,15.1,95.0,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),99.0,119.0,24.0,90.0,64.0,103.0,8.0,63.0,41.0,144.0,49.0,27.0,37.0,58.0,21.0,959.0
SEA56,SEA,56,Manila,119.2,17.5,116.4,17.4,127.7,17.6,88.0,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),97.0,120.0,32.0,83.0,77.0,106.0,18.0,73.0,29.0,160.0,72.0,9.0,33.0,55.0,22.0,1095.0
SEA57,SEA,57,Manila,119.8,19.0,117.3,20.3,127.1,14.9,119.0,1,SS-C,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),95.0,120.0,1.0,95.0,85.0,108.0,11.0,83.0,21.0,176.0,57.0,12.0,31.0,55.0,25.0,1384.0
SEA58,SEA,58,Manila,120.2,20.5,117.4,19.7,128.6,22.5,74.0,2,SS,-999,SUNDA,PHILIPPINE_SEA,DEF_LUZON,Hsu YJ (pers. comm. 2023),93.0,121.0,47.0,64.0,70.0,106.0,32.0,59.0,31.0,157.0,83.0,4.0,35.0,65.0,31.0,1353.0
SEA59,SEA,59,Manila,119.9,22.5,117.2,23.5,127.8,19.3,112.0,1,C-SS,-999,YANGTZE,PHILIPPINE_SEA,DEF_TAIWAN,Hsu YJ (pers. comm. 2023),91.0,122.0,10.0,90.0,47.0,103.0,9.0,46.0,49.0,140.0,28.0,43.0,46.0,67.0,-999.0,-999.0
SEA6,SEA,6,Sumatra,93.0,4.0,90.6,2.7,100.1,7.9,60.8,1,SS-E,-999,INDIA,SUNDA,BURMA,Argus et al. (2011),45.0,22.0,39.0,35.0,56.0,90.0,29.0,49.0,57.0,316.0,105.0,-15.0,21.0,54.0,60.0,1716.0
SEA60,SEA,60,Manila,120.5,24.0,117.7,25.0,128.5,20.8,112.0,1,C-SS,-999,YANGTZE,PHILIPPINE_SEA,DEF_TAIWAN,Hsu YJ (pers. comm. 2022),89.0,122.0,10.0,88.0,35.0,121.0,9.0,35.0,54.0,123.0,11.0,53.0,-999.0,-999.0,-999.0,-999.0
SEA61,SEA,61,Ryukyus,122.5,23.2,122.0,20.5,124.1,31.1,10.0,1,SS-E,-999,PHILIPPINE_SEA,YANGTZE,YONAGUNI,Chen et al. (2022),88.0,301.0,69.0,32.0,91.0,354.0,17.0,66.0,79.0,236.0,134.0,-55.0,25.0,52.0,131.0,5234.0
SEA62,SEA,62,Ryukyus,124.0,23.2,124.7,20.6,121.6,31.0,345.0,1,E-SS,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),87.0,300.0,45.0,62.0,136.0,308.0,37.0,109.0,51.0,142.0,157.0,-47.0,24.0,55.0,49.0,3274.0
SEA63,SEA,63,Ryukyus,127.0,24.2,128.7,22.0,121.6,30.7,325.0,1,E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),84.0,299.0,26.0,75.0,121.0,305.0,20.0,114.0,39.0,136.0,171.0,-39.0,24.0,52.0,50.0,3405.0
SEA64,SEA,64,Ryukyus,129.0,25.7,130.9,23.6,122.9,31.8,320.0,1,E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),80.0,299.0,21.0,75.0,107.0,303.0,17.0,102.0,28.0,136.0,176.0,-28.0,24.0,52.0,52.0,3168.0
SEA65,SEA,65,Ryukyus,130.5,27.5,132.8,25.7,123.1,32.5,310.0,1,E-SS,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),76.0,299.0,11.0,75.0,92.0,304.0,6.0,92.0,18.0,142.0,168.0,-18.0,27.0,53.0,52.0,2996.0
SEA66,SEA,66,Ryukyus,132.0,29.5,134.6,28.1,123.6,33.3,300.0,1,SS-E,-999,PHILIPPINE_SEA,YANGTZE,OKINAWA,Argus et al. (2011),71.0,300.0,0.0,71.0,75.0,305.0,5.0,75.0,8.0,181.0,119.0,-4.0,26.0,53.0,-999.0,-999.0
SEA67,SEA,67,Ryukyus,133.0,31.1,135.1,29.1,126.2,36.9,317.5,1,C-SS,-999,PHILIPPINE_SEA,AMUR,SHIKOKU,Nishimura et al. (2018),64.0,301.0,16.0,61.0,45.0,309.0,8.0,45.0,20.0,285.0,33.0,17.0,27.0,46.0,25.0,660.0
SEA68,SEA,68,Nankai,134.0,31.8,135.3,29.3,129.6,39.1,335.0,1,C-SS,-999,PHILIPPINE_SEA,AMUR,SHIKOKU,Nishimura et al. (2018),62.0,301.0,34.0,52.0,41.0,309.0,27.0,37.0,22.0,288.0,47.0,15.0,20.0,67.0,22.0,514.0
SEA69,SEA,69,Nankai,135.5,32.6,136.6,30.1,131.9,40.2,340.0,1,SS-C,-999,PHILIPPINE_SEA,AMUR,CHUBU,Nishimura et al. (2018),59.0,301.0,39.0,46.0,35.0,321.0,19.0,33.0,29.0,277.0,63.0,13.0,22.0,36.0,14.0,222.0
SEA7,SEA,7,Sumatra,95.0,2.0,93.9,-0.4,98.4,9.3,25.0,1,SS-C,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),53.0,19.0,6.0,53.0,42.0,37.0,12.0,41.0,18.0,335.0,50.0,12.0,19.0,53.0,50.0,1152.0
SEA70,SEA,70,Nankai,137.0,33.1,137.8,30.5,134.2,40.9,345.0,1,SS-C,-999,PHILIPPINE_SEA,AMUR,CHUBU,Nishimura et al. (2018),57.0,300.0,45.0,41.0,33.0,321.0,24.0,30.0,29.0,276.0,69.0,10.0,24.0,45.0,19.0,317.0
SEA71,SEA,71,Suruga,138.5,34.1,138.6,31.4,138.1,42.2,357.5,1,SS-C,-999,PHILIPPINE_SEA,AMUR,IZU,Nishimura (2011),54.0,300.0,57.0,29.0,18.0,350.0,7.0,18.0,44.0,282.0,76.0,11.0,36.0,31.0,24.0,238.0
SEA72,SEA,72,Sagami,140.0,34.7,139.4,32.0,141.9,42.6,10.0,1,SS,-999,PHILIPPINE_SEA,OKHOTSK,KANTO,Nishimura (2011),48.0,306.0,64.0,21.0,31.0,317.0,53.0,19.0,18.0,286.0,84.0,2.0,-999.0,-999.0,-999.0,-999.0
SEA73,SEA,73,Izu-Bonin,142.1,33.0,145.3,33.4,132.7,31.4,260.9,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),47.0,278.0,17.0,45.0,55.0,279.0,18.0,53.0,8.0,101.0,160.0,-7.0,24.0,47.0,135.0,4072.0
SEA74,SEA,74,Izu-Bonin,142.3,31.0,145.4,31.5,133.2,29.0,258.0,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),44.0,279.0,21.0,41.0,50.0,280.0,22.0,46.0,6.0,108.0,150.0,-5.0,26.0,59.0,138.0,4112.0
SEA75,SEA,75,Izu-Bonin,142.9,29.0,145.9,29.8,134.3,26.2,252.3,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),41.0,281.0,29.0,36.0,45.0,284.0,32.0,38.0,4.0,128.0,124.0,-2.0,25.0,65.0,142.0,3585.0
SEA76,SEA,76,Izu-Bonin,143.3,27.0,146.3,26.9,134.2,27.0,272.0,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),39.0,283.0,11.0,38.0,40.0,287.0,15.0,38.0,3.0,168.0,104.0,-1.0,26.0,67.0,133.0,3434.0
SEA77,SEA,77,Izu-Bonin,143.2,25.0,146.2,25.2,134.4,23.9,264.0,2,SS-C,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),35.0,284.0,20.0,33.0,34.0,289.0,25.0,31.0,3.0,214.0,50.0,2.0,35.0,65.0,136.0,3120.0
SEA78,SEA,78,Mariana,145.1,23.0,147.2,24.9,139.1,17.2,225.3,2,E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),33.0,291.0,66.0,14.0,41.0,268.0,42.0,30.0,17.0,36.0,171.0,-17.0,30.0,63.0,141.0,2942.0
SEA79,SEA,79,Mariana,146.9,21.0,149.3,22.5,140.0,16.2,235.0,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),31.0,299.0,64.0,14.0,46.0,263.0,28.0,41.0,27.0,42.0,167.0,-26.0,29.0,66.0,145.0,4157.0
SEA8,SEA,8,Sumatra,97.0,0.0,94.8,-1.5,103.7,4.5,56.0,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),55.0,20.0,36.0,44.0,46.0,37.0,19.0,43.0,18.0,329.0,87.0,1.0,21.0,49.0,43.0,1029.0
SEA80,SEA,80,Mariana,147.6,19.0,150.4,19.4,139.2,17.4,260.0,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),29.0,304.0,44.0,21.0,51.0,263.0,3.0,51.0,35.0,49.0,149.0,-30.0,31.0,66.0,147.0,5355.0
SEA81,SEA,81,Mariana,147.8,17.0,150.6,16.9,139.3,17.0,271.0,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),27.0,309.0,38.0,21.0,56.0,263.0,8.0,55.0,42.0,56.0,145.0,-34.0,27.0,67.0,150.0,5670.0
SEA82,SEA,82,Mariana,147.5,15.0,150.1,14.1,139.5,17.5,289.2,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),24.0,313.0,23.0,22.0,60.0,264.0,25.0,55.0,48.0,62.0,133.0,-33.0,29.0,65.0,152.0,5815.0
SEA83,SEA,83,Mariana,146.5,13.3,148.5,11.4,140.4,18.8,314.4,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),21.0,314.0,0.0,21.0,64.0,266.0,48.0,43.0,53.0,69.0,115.0,-22.0,29.0,65.0,153.0,4576.0
SEA84,SEA,84,Mariana,144.5,12.0,145.6,9.5,141.0,19.4,335.9,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),17.0,311.0,25.0,15.0,67.0,270.0,66.0,27.0,56.0,78.0,102.0,-12.0,30.0,65.0,150.0,2848.0
SEA85,SEA,85,Mariana,142.5,11.4,143.0,8.7,141.0,19.4,350.3,2,Undefined,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,14.0,303.0,47.0,9.0,14.0,303.0,47.0,9.0,-999.0,-999.0,-999.0,-999.0,32.0,58.0,148.0,918.0
SEA86,SEA,86,Mariana,140.5,10.8,140.5,8.1,140.3,18.9,359.0,2,Undefined,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,11.0,291.0,68.0,4.0,11.0,291.0,68.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,145.0,-999.0
SEA87,SEA,87,Yap,138.6,10.0,141.2,9.1,130.8,12.7,290.0,2,Neutral,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,9.0,275.0,15.0,9.0,9.0,275.0,15.0,9.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,143.0,-999.0
SEA88,SEA,88,Yap,138.0,8.6,140.2,7.0,131.2,13.1,305.0,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,6.0,328.0,23.0,6.0,6.0,328.0,23.0,6.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,145.0,-999.0
SEA89,SEA,89,Yap,136.0,7.3,136.1,4.6,135.7,15.4,358.0,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,3.0,329.0,29.0,3.0,3.0,329.0,29.0,3.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,45.0,-999.0
SEA9,SEA,9,Sumatra,98.1,-2.0,96.1,-3.8,104.0,3.5,47.3,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),56.0,21.0,26.0,50.0,49.0,39.0,9.0,48.0,18.0,323.0,84.0,2.0,23.0,54.0,61.0,1756.0
SEA90,SEA,90,Palau,134.5,6.8,136.4,4.9,128.6,12.5,315.0,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,1.0,302.0,13.0,1.0,1.0,302.0,13.0,1.0,0.0,-999.0,-999.0,0.0,-999.0,-999.0,30.0,-999.0
SWP1,SWP,1,New Britain,148.0,-7.3,147.5,-10.0,149.4,0.7,10.0,2,SS-E,-999,SOLOMON_SEA,NORTH_BISMARCK,SOUTH_BISMARCK,Argus et al. (2011),80.0,65.0,55.0,45.0,58.0,20.0,10.0,57.0,57.0,113.0,103.0,-13.0,-999.0,70.0,30.0,-999.0
SWP10,SWP,10,New Hebrides,165.7,-12.0,163.2,-13.1,173.2,-8.6,66.0,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,93.0,77.0,11.0,91.0,93.0,77.0,11.0,91.0,-999.0,-999.0,-999.0,-999.0,41.0,66.0,40.0,2857.0
SWP11,SWP,11,New Hebrides,166.2,-14.0,163.4,-14.3,174.4,-12.9,83.0,2,SS-C,-999,AUSTRALIA,NEW_HEBRIDES,N-NEW_HEBRIDES,Bergeot et al. (2009),93.0,83.0,0.0,93.0,72.0,27.0,56.0,40.0,80.0,131.0,48.0,53.0,42.0,70.0,55.0,1770.0
SWP12,SWP,12,New Hebrides,166.6,-16.0,164.1,-17.2,174.0,-12.3,64.0,2,C-SS,-999,AUSTRALIA,NEW_HEBRIDES,C-NEW_HEBRIDES,Bergeot et al. (2009),101.0,83.0,19.0,96.0,48.0,77.0,13.0,46.0,54.0,87.0,23.0,49.0,35.0,65.0,46.0,1566.0
SWP13,SWP,13,New Hebrides,167.4,-18.0,164.6,-18.4,175.8,-16.7,81.5,2,SS-E,-999,AUSTRALIA,NEW_HEBRIDES,S-NEW_HEBRIDES,Bergeot et al. (2009),109.0,81.0,0.0,109.0,114.0,78.0,4.0,113.0,9.0,204.0,122.0,-5.0,42.0,64.0,38.0,3366.0
SWP14,SWP,14,New Hebrides,168.2,-20.0,165.7,-21.3,175.6,-15.9,61.4,2,E,-999,AUSTRALIA,NEW_HEBRIDES,S-NEW_HEBRIDES,Bergeot et al. (2009),117.0,80.0,19.0,110.0,158.0,75.0,14.0,154.0,44.0,241.0,180.0,-44.0,40.0,66.0,32.0,3835.0
SWP15,SWP,15,New Hebrides,169.5,-22.0,167.4,-23.9,175.4,-16.2,44.6,2,Undefined,-999,AUSTRALIA,NEW_HEBRIDES,-999,-999,124.0,78.0,34.0,103.0,124.0,78.0,34.0,103.0,-999.0,-999.0,-999.0,-999.0,43.0,63.0,26.0,2106.0
SWP16,SWP,16,New Hebrides,171.0,-23.0,170.5,-25.7,172.4,-15.0,10.0,2,Undefined,-999,AUSTRALIA,NEW_HEBRIDES,-999,-999,129.0,76.0,66.0,52.0,129.0,76.0,66.0,52.0,-999.0,-999.0,-999.0,-999.0,39.0,59.0,26.0,1005.0
SWP17,SWP,17,Tonga,187.7,-15.5,190.1,-14.2,180.2,-19.3,241.4,2,SS-E,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),84.0,271.0,30.0,73.0,253.0,289.0,47.0,171.0,174.0,117.0,124.0,-97.0,27.0,46.0,108.0,10835.0
SWP18,SWP,18,Tonga,187.8,-17.0,190.5,-17.7,179.8,-14.6,286.1,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),82.0,271.0,15.0,79.0,228.0,291.0,5.0,228.0,154.0,122.0,164.0,-148.0,27.0,35.0,105.0,12300.0
SWP19,SWP,19,Tonga,187.2,-19.0,189.9,-19.8,179.1,-16.5,286.8,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),79.0,271.0,16.0,76.0,192.0,292.0,6.0,191.0,122.0,126.0,161.0,-115.0,26.0,44.0,101.0,10929.0
SWP2,SWP,2,New Britain,150.0,-7.0,151.0,-9.5,147.1,0.6,339.0,2,E-SS,-999,SOLOMON_SEA,NORTH_BISMARCK,SOUTH_BISMARCK,Argus et al. (2011),81.0,63.0,84.0,9.0,93.0,9.0,30.0,81.0,80.0,134.0,155.0,-73.0,34.0,72.0,30.0,1835.0
SWP20,SWP,20,Tonga,186.5,-21.0,189.2,-21.9,178.6,-17.9,291.1,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),76.0,270.0,21.0,71.0,155.0,294.0,3.0,154.0,90.0,133.0,158.0,-83.0,25.0,51.0,98.0,9053.0
SWP21,SWP,21,Tonga,185.4,-23.0,188.0,-24.2,177.8,-19.0,297.9,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),72.0,269.0,29.0,63.0,114.0,293.0,5.0,114.0,56.0,144.0,154.0,-50.0,25.0,56.0,92.0,6564.0
SWP22,SWP,22,Tonga,184.8,-25.0,187.8,-25.3,176.0,-23.9,275.9,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),69.0,269.0,7.0,68.0,124.0,281.0,5.0,124.0,59.0,116.0,165.0,-55.0,25.0,53.0,87.0,6587.0
SWP23,SWP,23,Kermadec,184.5,-27.0,187.5,-27.5,175.7,-25.2,281.2,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),66.0,268.0,13.0,64.0,114.0,282.0,1.0,114.0,52.0,119.0,162.0,-49.0,30.0,52.0,87.0,6387.0
SWP24,SWP,24,Kermadec,183.9,-29.0,186.9,-29.7,175.2,-26.5,286.4,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),62.0,268.0,19.0,59.0,103.0,282.0,5.0,103.0,46.0,121.0,165.0,-44.0,28.0,56.0,95.0,6353.0
SWP25,SWP,25,Kermadec,183.2,-31.0,186.2,-31.9,174.7,-27.8,291.1,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),58.0,267.0,24.0,53.0,92.0,282.0,9.0,91.0,39.0,124.0,167.0,-38.0,30.0,61.0,101.0,6317.0
SWP26,SWP,26,Kermadec,182.2,-33.0,185.3,-33.8,173.3,-30.2,287.9,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),55.0,265.0,22.0,51.0,81.0,281.0,7.0,80.0,32.0,128.0,160.0,-30.0,29.0,64.0,106.0,5866.0
SWP27,SWP,27,Kermadec,181.6,-35.0,184.7,-36.0,172.9,-31.5,292.5,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),51.0,264.0,28.0,45.0,70.0,280.0,12.0,69.0,25.0,134.0,158.0,-23.0,31.0,59.0,111.0,5255.0
SWP28,SWP,28,Kermadec,180.6,-36.5,183.8,-37.5,171.6,-33.1,292.0,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),49.0,263.0,29.0,42.0,61.0,278.0,14.0,60.0,20.0,140.0,152.0,-18.0,33.0,59.0,115.0,4836.0
SWP29,SWP,29,Hikurangi,179.1,-38.5,182.4,-39.3,169.6,-35.6,288.0,1,SS-E,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),45.0,260.0,28.0,40.0,50.0,274.0,14.0,49.0,12.0,154.0,134.0,-8.0,28.0,70.0,119.0,4108.0
SWP3,SWP,3,New Britain,152.0,-6.1,153.2,-8.5,148.6,1.2,335.0,2,E-SS,-999,SOLOMON_SEA,NORTH_BISMARCK,SOUTH_BISMARCK,Argus et al. (2011),81.0,59.0,84.0,8.0,130.0,359.0,24.0,119.0,115.0,140.0,165.0,-111.0,33.0,68.0,30.0,2627.0
SWP30,SWP,30,Hikurangi,178.7,-40.0,182.1,-40.7,169.0,-37.2,287.0,1,SS-E,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),42.0,259.0,28.0,37.0,42.0,273.0,14.0,40.0,10.0,179.0,108.0,-3.0,21.0,73.0,124.0,3260.0
SWP31,SWP,31,Hikurangi,177.0,-41.4,178.8,-43.8,172.4,-34.2,332.0,1,SS-E,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),40.0,256.0,76.0,10.0,34.0,263.0,69.0,12.0,7.0,222.0,110.0,-2.0,19.0,73.0,127.0,977.0
SWP32,SWP,32,Hikurangi,175.0,-42.3,177.4,-44.3,168.6,-35.9,320.0,1,SS-C,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),39.0,253.0,67.0,15.0,32.0,248.0,72.0,10.0,8.0,270.0,50.0,5.0,25.0,72.0,-999.0,-999.0
SWP33,SWP,33,Puysegur,164.5,-48.0,160.5,-47.6,176.6,-48.5,98.0,1,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,36.0,52.0,46.0,25.0,36.0,52.0,46.0,25.0,-999.0,-999.0,-999.0,-999.0,48.0,66.0,28.0,580.0
SWP4,SWP,4,Solomons,154.0,-6.5,152.4,-8.7,158.6,0.1,35.0,2,C-SS,-999,SOLOMON_SEA,PACIFIC,NORTH_BISMARCK,Argus et al. (2011),90.0,53.0,18.0,86.0,84.0,57.0,22.0,77.0,10.0,9.0,26.0,9.0,39.0,73.0,30.0,1831.0
SWP5,SWP,5,Solomons,156.0,-8.0,154.5,-10.3,160.4,-1.2,33.0,2,Undefined,-999,WOODLARK,PACIFIC,-999,-999,109.0,51.0,18.0,104.0,109.0,51.0,18.0,104.0,-999.0,-999.0,-999.0,-999.0,50.0,71.0,5.0,445.0
SWP6,SWP,6,Solomons,158.0,-9.3,156.7,-11.7,161.9,-2.2,29.0,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,98.0,73.0,44.0,70.0,98.0,73.0,44.0,71.0,-999.0,-999.0,-999.0,-999.0,43.0,0.0,4.0,97.0
SWP7,SWP,7,Solomons,160.0,-10.3,159.0,-12.8,163.0,-2.8,22.0,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,96.0,74.0,52.0,59.0,96.0,74.0,52.0,59.0,-999.0,-999.0,-999.0,-999.0,45.0,77.0,50.0,2480.0
SWP8,SWP,8,Solomons,162.0,-11.3,161.8,-14.0,162.7,-3.2,5.0,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,95.0,75.0,70.0,33.0,95.0,75.0,70.0,33.0,-999.0,-999.0,-999.0,-999.0,43.0,70.0,40.0,1070.0
SWP9,SWP,9,Solomons,164.0,-11.0,164.4,-13.7,162.9,-3.0,352.0,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,94.0,76.0,84.0,10.0,94.0,76.0,84.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,30.0,-999.0
