lon,lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,upper_plate_nature
26.743066,46.013099,301,331053,273.264720,55.597542,0.334664,-2.567715,0.334328,-0.014993,2.665163,1.055699,-2.670992,1.069400,,404.927403,8,2684.426619,continental
26.702431,45.513903,301,331054,273.235606,55.597542,0.309557,10.231287,0.304635,0.054984,2.640556,0.985724,-2.625501,0.950133,,349.329861,8,2684.426619,continental
26.384686,45.131898,301,331054,328.498426,55.597542,0.285809,-34.728962,0.234894,-0.162824,0.704646,2.679363,-0.708462,2.703846,,293.732319,8,2684.426619,continental
25.783158,44.869053,301,331055,328.073076,55.597542,0.253753,-26.469145,0.227153,-0.113102,0.701777,2.629640,-0.697380,2.601399,,238.134777,8,2684.426619,continental
25.142515,44.691500,301,331055,352.850901,55.597542,0.216560,-43.886047,0.156079,-0.150125,-0.482627,2.630095,0.473368,2.651683,,182.537236,8,2684.426619,continental
24.445418,44.627153,301,331056,352.360916,55.597542,0.167663,-36.649185,0.134517,-0.100081,-0.499311,2.580051,0.509665,2.556136,,126.939694,8,2684.426619,continental
23.758234,44.661483,301,331056,14.713364,55.597542,0.106246,-52.681311,0.064412,-0.084495,-1.477418,2.125036,1.456953,2.158924,,71.342152,8,2684.426619,continental
23.076842,44.786452,301,331057,14.233870,43.543381,0.031744,-37.978408,0.025022,-0.019534,-1.511762,2.060074,1.524137,2.039730,,15.744610,8,2684.426619,continental
-27.710288,-60.728621,201,815,344.225856,27.798771,5.740066,-73.567307,1.623800,-5.505600,0.239107,5.048744,-0.239107,5.048744,15.731367,0.000000,9,928.677334,oceanic
-26.730410,-60.589110,201,815,343.371674,55.597542,5.770661,-72.563430,1.729177,-5.505494,0.341050,5.048639,-0.341057,5.048744,18.825045,55.597542,9,928.677334,oceanic
-25.864531,-60.354179,201,815,316.453037,55.597542,5.821465,-45.518087,4.079008,-4.153450,2.628531,4.356323,-2.628581,4.356406,15.324259,111.195084,9,928.677334,oceanic
-25.139542,-60.007715,201,815,315.824031,55.597542,5.895543,-44.790515,4.183993,-4.153509,2.730297,4.356382,-2.730312,4.356406,21.847727,166.792626,9,928.677334,oceanic
-24.650497,-59.574882,201,815,297.677494,55.597542,5.986979,-26.586391,5.353919,-2.679452,4.027887,3.315339,-4.027946,3.315387,22.520313,222.390167,9,928.677334,continental
-24.199129,-59.130963,201,815,297.140332,55.597542,6.080420,-25.999516,5.465068,-2.665435,4.137682,3.304766,-4.137724,3.304800,25.575890,277.987709,9,928.677334,continental
-23.928014,-58.658771,201,815,277.037158,55.597542,6.178930,-5.875161,6.146474,-0.632483,5.112599,1.685401,-5.112695,1.685433,28.762203,333.585251,9,928.677334,continental
-23.832598,-58.162992,201,815,257.739592,55.597542,6.281630,13.416857,6.110190,1.457552,5.477786,-0.122144,-5.477807,-0.122145,30.139507,389.182793,9,928.677334,continental
-24.031158,-57.674240,201,815,257.907833,55.597542,6.381611,13.202802,6.212931,1.457550,5.577757,-0.122142,-5.577872,-0.122145,43.660351,444.780335,9,928.677334,continental
-24.227852,-57.185584,201,815,257.631305,55.597542,6.481331,13.434874,6.303967,1.505872,5.676399,-0.165590,-5.676402,-0.165590,47.820461,428.299457,9,928.677334,continental
-24.678485,-56.750733,201,815,240.298960,55.597542,6.569044,30.691509,5.648904,3.352942,5.456108,-1.885252,-5.456116,-1.885254,56.386501,372.701915,9,928.677334,continental
-25.125258,-56.315645,201,815,240.664566,55.597542,6.656501,30.252681,5.749965,3.353641,5.554675,-1.885927,-5.554686,-1.885931,64.970520,317.104373,9,928.677334,continental
-25.638110,-55.905664,201,815,234.986295,55.597542,6.738445,35.851489,5.461765,3.946615,5.420985,-2.466441,-5.421016,-2.466455,71.931320,261.506831,9,928.677334,continental
-26.231579,-55.534851,201,815,226.819411,55.597542,6.812134,43.931034,4.905931,4.726204,5.085753,-3.256691,-5.085802,-3.256723,77.276741,205.909290,9,928.677334,oceanic
-26.943907,-55.248984,201,815,210.418484,55.597542,6.868542,60.232400,3.410116,5.962213,4.008764,-4.609113,-4.008772,-4.609122,80.946381,150.311748,9,928.677334,oceanic
-27.755763,-55.063607,201,815,199.861119,55.597542,6.904647,70.680486,2.284304,6.515835,3.132134,-5.305026,-3.132157,-5.305065,73.788727,94.714206,9,928.677334,oceanic
-28.573432,-54.890987,201,815,200.530733,66.915435,6.938371,69.901908,2.384221,6.515864,3.229247,-5.305056,-3.229253,-5.305065,73.018333,39.116664,9,928.677334,oceanic
172.598783,-23.241155,801,827,8.251979,27.798771,7.632049,65.974688,3.107314,6.970851,-1.355516,-5.856824,1.355516,-5.856824,31.594971,0.000000,11,3967.120756,oceanic
172.060552,-23.168475,801,827,8.464054,55.597542,7.665958,65.412299,3.189695,6.970851,-1.319190,-5.856824,1.319190,-5.856824,32.063911,55.597542,11,3967.120756,oceanic
171.532379,-23.050130,801,827,13.800192,55.597542,7.706646,59.751312,3.882255,6.657363,-0.753875,-5.950875,0.753928,-5.951301,32.427174,111.195084,11,3967.120756,oceanic
171.005151,-22.929988,801,827,14.006113,55.597542,7.748206,59.228775,3.964071,6.657390,-0.717415,-5.950902,0.717464,-5.951301,32.159687,166.792626,11,3967.120756,oceanic
170.486704,-22.791212,801,827,32.102862,55.597542,7.792818,40.834363,5.896069,5.095525,1.180908,-5.873933,-1.180910,-5.873942,33.277126,222.390167,11,3967.120756,oceanic
170.069500,-22.475545,801,827,43.235740,55.597542,7.859908,29.534208,6.838603,3.874487,2.313435,-5.539081,-2.313561,-5.539380,36.330524,277.987709,11,3967.120756,oceanic
169.676254,-22.132569,801,827,43.384986,55.597542,7.930032,29.246649,6.919148,3.874377,2.349681,-5.538971,-2.349854,-5.539380,,333.585251,11,3967.120756,oceanic
169.284922,-21.788655,801,827,43.531333,55.597542,8.000252,28.967987,6.999344,3.874689,2.385927,-5.539283,-2.385969,-5.539380,,389.182793,11,3967.120756,oceanic
168.994708,-21.371211,801,827,59.997921,55.597542,8.076076,12.456774,7.885957,1.742034,3.884883,-4.640827,-3.885271,-4.641287,,444.780335,11,3967.120756,oceanic
168.727019,-20.937996,801,827,60.094528,55.597542,8.152902,12.335847,7.964669,1.741799,3.920284,-4.640592,-3.920871,-4.641287,,500.377877,11,3967.120756,oceanic
168.460874,-20.504365,801,827,60.188696,55.597542,8.229538,12.220038,8.043073,1.741918,3.955685,-4.640711,-3.956173,-4.641287,38.765285,555.975419,11,3967.120756,oceanic
168.196233,-20.070332,801,827,60.280455,55.597542,8.305976,12.109200,8.121165,1.742391,3.991086,-4.641184,-3.991174,-4.641287,36.170238,611.572960,11,3967.120756,oceanic
167.951989,-19.627735,801,827,69.141913,55.597542,8.381690,3.240544,8.368288,0.473800,4.686997,-3.973758,-4.687125,-3.973866,33.397007,565.205418,11,3967.120756,oceanic
167.763523,-19.160405,801,827,69.204496,55.597542,8.457789,3.210160,8.444518,0.473624,4.721140,-3.973582,-4.721478,-3.973866,34.416523,509.607877,11,3967.120756,oceanic
167.576123,-18.692884,801,827,69.265282,55.597542,8.533624,3.182453,8.520464,0.473750,4.755282,-3.973708,-4.755470,-3.973866,36.134377,454.010335,11,3967.120756,oceanic
167.386524,-18.226357,801,827,68.632683,55.597542,8.608647,3.844150,8.589279,0.577147,4.740548,-4.031105,-4.740715,-4.031248,37.803371,398.412793,11,3967.120756,oceanic
167.195236,-17.760631,801,827,68.691774,55.597542,8.682944,3.811048,8.663743,0.577123,4.773789,-4.031081,-4.773985,-4.031248,39.062813,342.815251,11,3967.120756,oceanic
167.013703,-17.291750,801,827,72.154684,55.597542,8.756846,0.380152,8.756653,0.058100,5.038038,-3.738914,-5.038062,-3.738932,41.022884,287.217709,11,3967.120756,oceanic
166.805487,-16.835022,801,827,62.399412,55.597542,8.829368,10.146242,8.691288,1.555392,4.359189,-4.545443,-4.359190,-4.545444,42.775578,231.620167,11,3967.120756,oceanic
166.595684,-16.377232,801,827,66.343663,55.597542,8.901091,6.209247,8.848873,0.962740,4.688962,-4.239404,-4.689279,-4.239690,40.234413,176.022625,11,3967.120756,oceanic
166.387061,-15.919145,801,827,66.401687,55.597542,8.972543,6.159826,8.920739,0.962774,4.720829,-4.239437,-4.721110,-4.239690,,120.425084,11,3967.120756,continental
166.211180,-15.452611,801,827,83.409310,55.597542,9.043397,-10.818670,8.882661,-1.697458,5.782898,-2.670919,-5.782908,-2.670924,,64.827542,11,3967.120756,continental
166.230428,-14.954603,801,827,94.607974,37.028771,9.109615,-21.874609,8.453736,-3.394029,6.222535,-1.495073,-6.222565,-1.495080,,9.230000,11,3967.120756,continental
57.110993,27.670311,503,4060,28.178850,27.798771,2.590169,-25.292850,2.341864,-1.106637,-2.310621,2.716153,2.310621,2.716153,,897.313343,10,897.313343,continental
57.607573,27.433314,503,4060,28.408545,55.597542,2.619210,-24.989062,2.374022,-1.106473,-2.304937,2.715990,2.305075,2.716153,,841.715801,10,897.313343,continental
58.102018,27.194564,503,4060,28.635431,55.597542,2.648087,-24.699233,2.405823,-1.106516,-2.299252,2.716033,2.299354,2.716153,,786.118259,10,897.313343,continental
58.606707,26.977380,503,4060,21.778594,55.597542,2.677454,-17.362424,2.555459,-0.798992,-1.940755,2.978532,1.940833,2.978652,,730.520717,10,897.313343,continental
59.126853,26.790916,503,4060,22.013800,55.597542,2.707539,-17.160664,2.587002,-0.798865,-1.934626,2.978405,1.934787,2.978652,,674.923175,10,897.313343,continental
59.645285,26.602558,503,4060,22.246716,55.597542,2.737394,-16.969986,2.618201,-0.798965,-1.928498,2.978505,1.928593,2.978652,,619.325633,10,897.313343,continental
60.156652,26.401531,503,4060,25.396682,55.597542,2.766896,-19.689223,2.605126,-0.932217,-2.071464,2.876491,2.071577,2.876648,,563.728091,10,897.313343,continental
60.659993,26.186210,503,4060,25.619651,55.597542,2.796038,-19.471785,2.636121,-0.932039,-2.064838,2.876312,2.065079,2.876648,,508.130550,10,897.313343,continental
61.161469,25.969144,503,4060,25.840096,55.597542,2.824954,-19.265426,2.666757,-0.932079,-2.058212,2.876352,2.058424,2.876648,,452.533008,10,897.313343,continental
61.661091,25.750356,503,4060,26.058018,55.597542,2.853637,-19.069768,2.697033,-0.932338,-2.051586,2.876611,2.051613,2.876648,,396.935466,10,897.313343,continental
62.189209,25.599175,503,4060,16.827585,55.597542,2.883388,-9.498454,2.843856,-0.475819,-1.543933,3.174442,1.544009,3.174598,,341.337924,10,897.313343,continental
62.719248,25.453474,503,4060,17.055994,55.597542,2.912998,-9.402163,2.873865,-0.475877,-1.536891,3.174499,1.536939,3.174598,,285.740382,10,897.313343,continental
63.247998,25.305874,503,4060,17.282625,55.597542,2.942421,-9.307223,2.903685,-0.475872,-1.529702,3.174495,1.529752,3.174598,,230.142840,10,897.313343,continental
63.775453,25.156394,503,4060,17.507465,55.597542,2.971629,-9.215120,2.933277,-0.475882,-1.522403,3.174504,1.522448,3.174598,,174.545298,10,897.313343,continental
64.314242,25.098622,503,4060,356.215625,55.597542,3.000471,12.289403,2.931715,0.638649,-0.244607,3.510336,0.244614,3.510428,,118.947756,10,897.313343,continental
64.865316,25.130605,503,4060,356.449519,55.597542,3.028954,12.171699,2.960864,0.638631,-0.237171,3.510355,0.237176,3.510428,,63.350215,10,897.313343,continental
65.416670,25.160549,503,4060,356.683802,35.551444,3.057217,12.056290,2.989784,0.638569,-0.229719,3.510417,0.229720,3.510428,,7.752673,10,897.313343,continental
165.552218,-11.737174,801,847,48.861902,27.798771,9.553339,24.288867,8.707708,3.929644,3.424337,-5.604654,-3.424337,-5.604654,40.313881,0.000000,11,3967.120756,continental
165.202767,-11.376575,801,847,31.528589,55.597542,9.611280,41.518468,7.196370,6.370947,1.618008,-6.379440,-1.618013,-6.379462,38.803410,55.597542,11,3967.120756,continental
164.748314,-11.159419,801,847,16.946983,55.597542,9.655007,55.910325,5.411532,7.995903,-0.023265,-6.585580,0.023265,-6.585590,36.445728,111.195084,11,3967.120756,continental
164.253255,-11.126426,801,847,351.776025,55.597542,9.677554,80.831094,1.542074,9.553903,-2.805575,-5.951273,2.805592,-5.951309,35.244438,166.792626,11,3967.120756,continental
163.748828,-11.197741,801,847,350.466045,55.597542,9.687968,81.864862,1.370928,9.590479,-2.923068,-5.881262,2.923069,-5.881265,33.815529,222.390167,11,3967.120756,continental
163.245983,-11.279910,801,847,350.735055,55.597542,9.697191,81.319675,1.463513,9.586118,-2.877373,-5.889824,2.877406,-5.889892,26.323256,277.987709,11,3967.120756,continental
162.742645,-11.359985,801,847,350.833854,55.597542,9.706857,80.946552,1.527430,9.585929,-2.848965,-5.889635,2.849089,-5.889892,33.756107,333.585251,11,3967.120756,continental
162.239007,-11.438385,801,847,6.449636,55.597542,9.717418,65.060491,4.097458,8.811303,-1.142139,-6.429810,1.142139,-6.429811,36.746624,389.182793,11,3967.120756,continental
161.741319,-11.337711,801,847,16.372981,55.597542,9.749200,54.913587,5.603949,7.977634,0.000262,-6.527979,-0.000262,-6.528080,40.551025,444.780335,11,3967.120756,continental
161.255476,-11.187249,801,847,21.393920,55.597542,9.786613,49.690090,6.331172,7.462845,0.589420,-6.502022,-0.589421,-6.502035,43.667065,500.377877,11,3967.120756,continental
160.844633,-10.899169,801,847,39.702139,55.597542,9.837076,31.250472,8.409791,5.103281,2.622086,-5.989258,-2.622097,-5.989283,47.072769,555.975419,11,3967.120756,continental
160.437731,-10.599671,801,847,31.240729,55.597542,9.888324,39.586534,7.620566,6.301264,1.732158,-6.314932,-1.732167,-6.314966,,611.572960,11,3967.120756,continental
160.003662,-10.339289,801,847,32.291714,55.597542,9.935729,38.389597,7.787686,6.170142,1.867307,-6.284210,-1.867316,-6.284241,,667.170502,11,3967.120756,continental
159.574379,-10.071892,801,847,32.367776,55.597542,9.983378,38.173066,7.848408,6.170116,1.895424,-6.284184,-1.895441,-6.284241,,650.155075,11,3967.120756,continental
159.165396,-9.780307,801,847,49.885419,55.597542,10.032654,20.531796,9.395357,3.518724,3.719410,-5.420114,-3.719413,-5.420118,,594.557533,11,3967.120756,continental
158.727764,-9.543993,801,847,13.908472,55.597542,10.076422,56.360479,5.581995,8.389018,-0.156118,-6.578027,0.156118,-6.578036,,538.959992,11,3967.120756,continental
158.262119,-9.358503,801,847,29.610529,55.597542,10.115281,40.487251,7.693181,6.567638,1.648652,-6.373224,-1.648685,-6.373352,,483.362450,11,3967.120756,continental
157.821864,-9.111183,801,847,29.681183,55.597542,10.159900,40.273651,7.751655,6.567755,1.676326,-6.373341,-1.676329,-6.373352,5.356872,427.764908,11,3967.120756,continental
157.377171,-8.872278,801,847,28.540553,55.597542,10.203329,41.268688,7.669075,6.730024,1.568871,-6.407328,-1.568876,-6.407351,4.393635,372.167366,11,3967.120756,continental
156.918438,-8.661702,801,847,24.550114,55.597542,10.243891,45.102518,7.230552,7.256474,1.138643,-6.502441,-1.138662,-6.502547,2.894817,316.569824,11,3967.120756,continental
156.509127,-8.380607,801,847,44.077054,59.580749,10.289797,25.458268,9.290643,4.423106,3.267068,-5.746987,-3.267105,-5.747053,2.618815,260.972282,11,3967.120756,continental
156.159956,-8.019958,829,847,49.296591,51.614334,12.806163,-14.044000,12.423383,-3.107633,3.798640,-5.427812,-3.798666,-5.427848,5.118457,205.374740,12,225.966446,continental
155.793899,-7.678715,829,847,38.819926,55.597542,12.570646,-3.668834,12.544883,-0.804389,2.769610,-6.032311,-2.769727,-6.032565,,149.777198,12,225.966446,continental
155.401100,-7.365101,849,847,38.871346,55.597542,10.437447,30.404572,9.002019,5.282419,2.796158,-6.032231,-2.796313,-6.032565,,94.179657,2,1026.424204,continental
155.007706,-7.052634,849,847,36.124445,66.380886,10.484178,33.051856,8.787600,5.718048,2.525026,-6.162975,-2.525031,-6.162987,39.251900,38.582115,2,1026.424204,continental
131.487363,0.426457,608,697,195.602971,47.757196,6.157865,29.280601,5.371105,3.011733,6.482346,0.349888,-6.482346,0.349888,7.656713,0.000000,13,140.947628,oceanic
131.968943,0.291958,608,697,195.605990,35.639117,6.164238,29.247423,5.378409,3.011736,6.508921,0.349885,-6.508975,0.349888,4.241118,55.597542,13,140.947628,oceanic
132.450512,0.157439,608,697,195.607879,57.551315,6.170218,29.216389,5.385258,3.011741,6.534956,0.349880,-6.535108,0.349888,0.949492,111.195084,13,140.947628,continental
132.932074,0.022909,653,697,195.608637,53.643768,4.306701,0.714242,4.306367,0.053685,6.560664,0.349884,-6.560743,0.349888,2.930360,166.792626,14,838.066065,continental
133.416647,-0.098862,653,697,190.948664,55.597542,4.153158,5.456103,4.134341,0.394895,6.591910,-0.185607,-6.592561,-0.185625,6.318052,222.390167,14,838.066065,continental
133.907548,-0.193822,653,697,190.947411,55.597542,3.998681,5.666884,3.979139,0.394848,6.614858,-0.185560,-6.617195,-0.185625,9.976350,277.987709,14,838.066065,continental
134.398455,-0.288768,653,697,190.945343,55.597542,3.844464,5.894505,3.824137,0.394815,6.637806,-0.185527,-6.641324,-0.185625,,333.585251,14,838.066065,continental
134.889371,-0.383692,653,697,190.942462,55.597542,3.690527,6.141008,3.669349,0.394797,6.660754,-0.185508,-6.664948,-0.185625,,389.182793,14,838.066065,continental
135.380297,-0.478588,653,697,190.938768,55.597542,3.536892,6.408780,3.514789,0.394792,6.683702,-0.185504,-6.688064,-0.185625,,444.780335,14,838.066065,continental
135.871236,-0.573450,653,697,190.934261,55.597542,3.383582,6.700626,3.360470,0.394802,6.706650,-0.185513,-6.710671,-0.185625,,500.377877,14,838.066065,continental
136.362192,-0.668269,653,697,190.928941,55.597542,3.230624,7.019861,3.206407,0.394826,6.729598,-0.185537,-6.732767,-0.185625,,555.975419,14,838.066065,continental
136.853167,-0.763039,653,697,190.922809,55.597542,3.078044,7.370436,3.052611,0.394863,6.752545,-0.185575,-6.754350,-0.185625,,611.572960,14,838.066065,continental
137.343682,-0.859662,653,697,197.374089,55.597542,2.925699,1.287182,2.924960,0.065722,6.753256,0.577557,-6.753307,0.577561,28.088287,667.170502,14,838.066065,continental
137.820943,-1.008935,653,697,197.366307,55.597542,2.768944,1.362147,2.768162,0.065823,6.772626,0.577456,-6.773860,0.577561,29.543888,722.066641,14,838.066065,continental
138.298248,-1.158138,653,697,197.357281,55.597542,2.612499,1.444975,2.611668,0.065879,6.791995,0.577400,-6.793898,0.577561,,666.469100,14,838.066065,continental
138.775604,-1.307261,653,697,197.347012,55.597542,2.456377,1.537131,2.455493,0.065892,6.811365,0.577387,-6.813419,0.577561,32.455559,610.871558,14,838.066065,continental
139.253016,-1.456293,653,697,197.335499,55.597542,2.300593,1.640463,2.299650,0.065860,6.830735,0.577418,-6.832420,0.577561,33.912067,555.274016,14,838.066065,continental
139.730491,-1.605224,653,697,197.322744,61.654252,2.145160,1.757350,2.144151,0.065785,6.850105,0.577494,-6.850901,0.577561,35.334717,499.676474,14,838.066065,continental
140.208035,-1.754043,847,697,197.308747,49.540831,10.013709,37.653909,7.928006,6.117278,6.868838,0.577559,-6.868861,0.577561,36.134045,444.078932,15,465.820992,continental
140.666521,-1.951991,847,697,205.148346,55.597542,10.007345,29.823340,8.682002,4.976927,6.741752,1.511108,-6.742896,1.511363,36.295448,388.481390,15,465.820992,continental
141.119449,-2.164410,847,697,205.132080,55.597542,10.000373,29.847756,8.673833,4.977156,6.757650,1.510878,-6.759822,1.511363,36.378342,332.883848,15,465.820992,continental
141.572503,-2.376693,847,697,205.114130,55.597542,9.993218,29.872051,8.665517,4.977270,6.773547,1.510764,-6.776233,1.511363,36.454128,277.286307,15,465.820992,continental
142.025696,-2.588828,847,697,205.094498,55.597542,9.985883,29.896220,8.657058,4.977269,6.789445,1.510765,-6.792128,1.511363,36.529922,221.688765,15,465.820992,continental
142.479042,-2.800801,847,697,205.073184,55.597542,9.978370,29.920259,8.648457,4.977153,6.805342,1.510881,-6.807506,1.511363,,166.091223,15,465.820992,continental
142.932551,-3.012599,847,697,205.050186,55.597542,9.970678,29.944164,8.639715,4.976922,6.821240,1.511113,-6.822366,1.511363,,110.493681,15,465.820992,continental
143.392686,-3.207260,847,697,196.578524,82.694910,9.962657,38.418376,7.805684,6.190786,6.984523,0.491245,-6.984587,0.491249,,54.896139,15,465.820992,continental
-81.660183,-3.174404,911,201,99.436698,27.798771,8.018025,-17.528284,7.645735,-2.414841,0.884623,-0.997150,-0.884623,-0.997150,24.149942,0.000000,25,6884.559025,continental
-81.742330,-3.667634,911,201,99.441600,55.597542,8.052456,-17.451291,7.681819,-2.414890,0.878321,-0.997101,-0.878364,-0.997150,30.989494,55.597542,25,6884.559025,continental
-81.824566,-4.160857,911,201,99.447214,55.597542,8.086383,-17.375536,7.717385,-2.414864,0.872019,-0.997128,-0.872038,-0.997150,30.591166,111.195084,25,6884.559025,continental
-81.802376,-4.655856,911,201,82.509249,55.597542,8.090174,-0.531486,8.089826,-0.075045,0.506604,-1.191344,-0.537438,-1.207391,30.250237,166.792626,25,6884.559025,continental
-81.736929,-5.151586,911,201,82.503655,55.597542,8.081207,-0.692486,8.080617,-0.097668,0.456638,-1.168729,-0.531010,-1.207391,30.048307,222.390167,25,6884.559025,continental
-81.671381,-5.647309,911,201,82.497487,55.597542,8.071723,-0.853307,8.070828,-0.120208,0.406671,-1.146193,-0.524541,-1.207391,29.843817,277.987709,25,6884.559025,continental
-81.605719,-6.143025,911,201001,82.490743,55.597542,8.061718,-1.013940,8.060455,-0.142657,0.356705,-1.123741,-0.241482,-1.064519,29.636772,333.585251,25,6884.559025,continental
-81.539936,-6.638732,911,201001,82.483420,55.597542,8.051187,-1.174398,8.049496,-0.165014,0.306738,-1.101378,-0.234887,-1.064519,29.427090,389.182793,25,6884.559025,continental
-81.474020,-7.134431,911,201001,82.475517,55.597542,8.040128,-1.334703,8.037947,-0.187278,0.256772,-1.079108,-0.228274,-1.064519,29.214695,444.780335,25,6884.559025,continental
-81.358482,-7.615958,911,201001,65.315780,55.597542,8.036179,15.722737,7.735500,2.177664,-0.109933,-1.086633,0.102111,-1.083223,29.054188,500.377877,25,6884.559025,continental
-81.147587,-8.070218,911,201001,65.287001,55.597542,8.046362,15.776445,7.743255,2.187682,-0.139406,-1.096652,0.108737,-1.083223,29.075129,555.975419,25,6884.559025,continental
-80.936218,-8.524369,911,201001,65.256498,55.597542,8.055999,15.831779,7.750409,2.197788,-0.168878,-1.106758,0.115355,-1.083223,29.096382,611.572960,25,6884.559025,continental
-80.724345,-8.978406,911,201002,65.224262,55.597542,8.065086,15.888734,7.756961,2.207980,-0.198351,-1.116949,0.239614,-1.135618,29.117878,667.170502,25,6884.559025,continental
-80.511942,-9.432322,911,201002,65.190283,55.597542,8.073622,15.947306,7.762907,2.218253,-0.227824,-1.127223,0.246314,-1.135618,29.139597,722.768044,25,6884.559025,continental
-80.286007,-9.878938,911,201002,56.241954,55.597542,8.082807,24.900162,7.331452,3.403172,-0.428325,-1.083247,0.425852,-1.082922,29.975426,778.365586,25,6884.559025,continental
-80.003620,-10.294515,911,201002,56.192497,55.597542,8.096646,24.868563,7.345883,3.404948,-0.448106,-1.085023,0.432505,-1.082922,38.013485,833.963128,25,6884.559025,continental
-79.720488,-10.709846,911,201002,56.140889,55.597542,8.109985,24.839381,7.359722,3.406809,-0.467887,-1.086885,0.439125,-1.082922,39.562103,889.560670,25,6884.559025,continental
-79.436579,-11.124921,911,201002,56.087118,55.597542,8.122820,24.812601,7.372964,3.408755,-0.487668,-1.088831,0.445711,-1.082922,39.816566,945.158212,25,6884.559025,continental
-79.151860,-11.539729,911,201002,56.031171,55.597542,8.135149,24.788213,7.385607,3.410786,-0.507449,-1.090861,0.452264,-1.082922,40.095051,1000.755754,25,6884.559025,continental
-78.866299,-11.954259,911,201002,55.973033,55.597542,8.146969,24.766206,7.397649,3.412900,-0.527230,-1.092976,0.458782,-1.082922,40.482914,1056.353295,25,6884.559025,continental
-78.579862,-12.368500,911,201003,55.912690,55.597542,8.158277,24.746568,7.409088,3.415098,-0.547011,-1.095174,0.604685,-1.105811,40.876183,1111.950837,25,6884.559025,continental
-78.292515,-12.782440,911,201003,55.850126,55.597542,8.169070,24.729290,7.419921,3.417379,-0.566792,-1.097454,0.611425,-1.105811,41.246124,1167.548379,25,6884.559025,continental
-78.004225,-13.196068,911,201003,55.785327,55.597542,8.179346,24.714364,7.430146,3.419742,-0.586573,-1.099818,0.618120,-1.105811,41.594498,1223.145921,25,6884.559025,continental
-77.714958,-13.609373,911,201003,55.718276,55.597542,8.189102,24.701780,7.439760,3.422187,-0.606354,-1.102263,0.624766,-1.105811,41.923248,1278.743463,25,6884.559025,continental
-77.424679,-14.022342,911,201003,55.648957,55.597542,8.198336,24.691531,7.448762,3.424714,-0.626135,-1.104789,0.631366,-1.105811,42.233849,1334.341005,25,6884.559025,continental
-77.091633,-14.401784,911,201003,45.638483,55.597542,8.211175,34.644666,6.755280,4.667932,-0.826685,-0.988535,0.819085,-0.979941,44.410358,1389.938547,25,6884.559025,continental
-76.730116,-14.758978,911,201003,45.547475,55.597542,8.226278,34.692975,6.763759,4.682222,-0.845800,-1.002825,0.825573,-0.979941,44.588253,1445.536088,25,6884.559025,continental
-76.367410,-15.115609,911,201004,45.453982,55.597542,8.240955,34.743862,6.771659,4.696592,-0.864915,-1.017195,0.895022,-1.051735,44.768356,1501.133630,25,6884.559025,continental
-76.003483,-15.471660,911,201004,45.357990,55.597542,8.255206,34.797310,6.778977,4.711040,-0.884030,-1.031642,0.901548,-1.051735,44.950813,1556.731172,25,6884.559025,continental
-75.638304,-15.827115,911,201004,45.259482,55.597542,8.269026,34.853303,6.785711,4.725560,-0.903146,-1.046163,0.908005,-1.051735,45.135712,1612.328714,25,6884.559025,continental
-75.248150,-16.156688,911,201004,38.839348,55.597542,8.258057,41.034989,6.229125,5.421578,-1.033765,-0.918009,1.024512,-0.945251,45.385113,1667.926256,25,6884.559025,continental
-74.842035,-16.469871,911,201004,38.725274,55.597542,8.231731,40.788223,6.232485,5.377502,-1.055120,-0.873934,1.030822,-0.945251,45.794441,1723.523798,25,6884.559025,continental
-74.434606,-16.782269,911,201005,38.608698,55.597542,8.205173,40.542698,6.235290,5.333482,-1.076475,-0.829915,1.107938,-0.738232,50.990818,1779.121340,25,6884.559025,continental
-74.025838,-17.093863,911,201005,38.489607,55.597542,8.178386,40.298461,6.237538,5.289529,-1.097830,-0.785961,1.114270,-0.738232,51.713516,1834.718881,25,6884.559025,continental
-73.615701,-17.404635,911,201005,38.367989,55.597542,8.151370,40.055563,6.239228,5.245653,-1.119185,-0.742083,1.120517,-0.738232,52.444717,1890.316423,25,6884.559025,continental
-73.205071,-17.715653,911,201006,38.418113,55.597542,8.155366,40.378856,6.212574,5.283363,-1.181967,-0.802169,1.226852,-0.849424,53.178959,1945.913965,25,6884.559025,continental
-72.815682,-18.047843,911,201006,50.509941,55.597542,8.181571,28.495693,7.190398,3.903368,-1.006251,-1.090950,1.025464,-1.090631,53.722435,2001.511507,25,6884.559025,continental
-72.480515,-18.433420,911,201007,50.405030,55.597542,8.254104,28.231855,7.272201,3.904527,-0.945757,-1.092110,0.915165,-1.092670,54.174076,2057.109049,25,6884.559025,continental
-72.126296,-18.803411,911,201007,45.546155,55.597542,8.213288,32.904114,6.895719,4.461743,-1.082035,-0.978270,1.008481,-1.012978,54.736050,2112.706591,25,6884.559025,continental
-71.762554,-19.164904,911,201008,60.567815,55.597542,8.115988,18.010136,7.718320,2.509344,-0.911761,-1.235311,0.933692,-1.203655,55.201233,2168.304133,25,6884.559025,continental
