Short_Name,Zone,id,Trench_Name,Lon,Lat,Lon1,Lat1,Lon2,Lat2,Az,UPN,Geodetic_UPS,Seismic_UPS,M56_SP_Name,M56_UP_Name,M56_ARC_Name,M56_ARC_ref,M56_vc,M56_Azvc,M56_Ovc,M56_vcn,M56_vs,M56_Azvs,M56_Ovs,M56_vsn,M56_vd,M56_Azvd,M56_Ovd,M56_vdn,alphaS,alphaD,A,Phi,join_distance_km,muller_row,muller_lon,muller_lat,subducting_plate_id,trench_plate_id,trench_normal_azimuth_deg,arc_segment_length_km,conv_mag_cm_yr,conv_obliquity_deg,conv_perp_cm_yr,conv_parallel_cm_yr,v_T_perp,v_T_parallel,v_OP_perp,v_OP_parallel,seafloor_age_Ma,dist_nearest_trench_edge_km,zone_id,trench_zone_width_km,upper_plate_nature,UPS_3,M56_vc_cm_yr,M56_vcn_cm_yr,M56_vs_cm_yr,M56_vsn_cm_yr,M56_vd_cm_yr,M56_vdn_cm_yr
SEA68,SEA,68,Nankai,134.000000,31.800000,135.300000,29.300000,129.600000,39.100000,335.000000,1,C-SS,-999,PHILIPPINE_SEA,AMUR,SHIKOKU,Nishimura et al. (2018),62.000000,301.000000,34.000000,52.000000,41.000000,309.000000,27.000000,37.000000,22.000000,288.000000,47.000000,15.000000,20.000000,67.000000,22.000000,514.000000,23.703050,1099,134.070804,32.004516,608,601104,329.783034,55.597542,5.686673,-30.814336,4.883895,-2.913042,1.273413,0.833250,-1.276856,0.827746,21.640133,1439.530680,44,4365.731205,continental,C,6.200000,5.200000,4.100000,3.700000,2.200000,1.500000
SEA69,SEA,69,Nankai,135.500000,32.600000,136.600000,30.100000,131.900000,40.200000,340.000000,1,SS-C,-999,PHILIPPINE_SEA,AMUR,CHUBU,Nishimura et al. (2018),59.000000,301.000000,39.000000,46.000000,35.000000,321.000000,19.000000,33.000000,29.000000,277.000000,63.000000,13.000000,22.000000,36.000000,14.000000,222.000000,15.538390,1096,135.655007,32.649840,608,601106,344.044043,82.460599,6.213979,-45.440031,4.360072,-4.427562,1.324819,1.565993,-1.592611,1.780507,15.386363,1389.938547,44,4365.731205,continental,SS,5.900000,4.600000,3.500000,3.300000,2.900000,1.300000
SEA7,SEA,7,Sumatra,95.000000,2.000000,93.900000,-0.400000,98.400000,9.300000,25.000000,1,SS-C,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),53.000000,19.000000,6.000000,53.000000,42.000000,37.000000,12.000000,41.000000,18.000000,335.000000,50.000000,12.000000,19.000000,53.000000,50.000000,1152.000000,31.731689,1041,95.161161,2.235581,511,686,53.086064,55.597542,5.220197,-29.677468,4.535445,-2.584609,-1.423525,0.880490,1.424142,0.880864,51.042191,1278.743463,40,2565.897814,continental,SS,5.300000,5.300000,4.200000,4.100000,1.800000,1.200000
SEA70,SEA,70,Nankai,137.000000,33.100000,137.800000,30.500000,134.200000,40.900000,345.000000,1,SS-C,-999,PHILIPPINE_SEA,AMUR,CHUBU,Nishimura et al. (2018),57.000000,300.000000,45.000000,41.000000,33.000000,321.000000,24.000000,30.000000,29.000000,276.000000,69.000000,10.000000,24.000000,45.000000,19.000000,317.000000,25.146543,1094,136.741023,33.036426,659,601106,329.168137,55.597542,6.631244,-30.306950,5.724981,-3.346340,2.034017,1.398088,-1.996007,1.293342,20.343304,1278.743463,43,633.013775,continental,SS,5.700000,4.100000,3.300000,3.000000,2.900000,1.000000
SEA71,SEA,71,Suruga,138.500000,34.100000,138.600000,31.400000,138.100000,42.200000,357.500000,1,SS-C,-999,PHILIPPINE_SEA,AMUR,IZU,Nishimura (2011),54.000000,300.000000,57.000000,29.000000,18.000000,350.000000,7.000000,18.000000,44.000000,282.000000,76.000000,11.000000,36.000000,31.000000,24.000000,238.000000,22.006811,1090,138.599820,34.279865,659,601130,310.593370,55.597542,6.293134,-13.858932,6.109931,-1.507408,1.977437,0.910903,-1.923535,0.961358,,1056.353295,43,633.013775,continental,SS,5.400000,2.900000,1.800000,1.800000,4.400000,1.100000
SEA72,SEA,72,Sagami,140.000000,34.700000,139.400000,32.000000,141.900000,42.600000,10.000000,1,SS,-999,PHILIPPINE_SEA,OKHOTSK,KANTO,Nishimura (2011),48.000000,306.000000,64.000000,21.000000,31.000000,317.000000,53.000000,19.000000,18.000000,286.000000,84.000000,2.000000,-999.000000,-999.000000,-999.000000,-999.000000,7.191841,1087,140.046943,34.751910,659,601127,3.921448,55.597542,6.096390,-57.972230,3.233100,-5.168465,1.192230,1.527028,-1.195013,1.525910,,889.560670,43,633.013775,continental,SS,4.800000,2.100000,3.100000,1.900000,1.800000,0.200000
SEA73,SEA,73,Izu-Bonin,142.100000,33.000000,145.300000,33.400000,132.700000,31.400000,260.900000,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),47.000000,278.000000,17.000000,45.000000,55.000000,279.000000,18.000000,53.000000,8.000000,101.000000,160.000000,-7.000000,24.000000,47.000000,135.000000,4072.000000,11.241513,993,142.006517,32.936208,901,659,265.102937,55.597542,3.825952,-14.803990,3.698952,-0.977581,-3.238175,2.635318,3.238236,2.635368,129.380157,258.161025,45,10186.753245,oceanic,E,4.700000,4.500000,5.500000,5.300000,0.800000,-0.700000
SEA74,SEA,74,Izu-Bonin,142.300000,31.000000,145.400000,31.500000,133.200000,29.000000,258.000000,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),44.000000,279.000000,21.000000,41.000000,50.000000,280.000000,22.000000,46.000000,6.000000,108.000000,150.000000,-5.000000,26.000000,59.000000,138.000000,4112.000000,10.027180,989,142.216674,30.944978,901,659,255.439158,55.597542,3.876065,-4.837569,3.862257,-0.326873,-2.743456,3.146814,2.743479,3.146840,133.127029,480.551193,45,10186.753245,oceanic,E,4.400000,4.100000,5.000000,4.600000,0.600000,-0.500000
SEA75,SEA,75,Izu-Bonin,142.900000,29.000000,145.900000,29.800000,134.300000,26.200000,252.300000,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),41.000000,281.000000,29.000000,36.000000,45.000000,284.000000,32.000000,38.000000,4.000000,128.000000,124.000000,-2.000000,25.000000,65.000000,142.000000,3585.000000,10.044302,985,142.797257,29.009236,901,659,255.438732,55.597542,3.923044,-4.491057,3.910999,-0.307188,-2.723532,3.160698,2.723536,3.160703,137.807327,500.377877,45,10186.753245,continental,SS,4.100000,3.600000,4.500000,3.800000,0.400000,-0.200000
SEA76,SEA,76,Izu-Bonin,143.300000,27.000000,146.300000,26.900000,134.200000,27.000000,272.000000,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),39.000000,283.000000,11.000000,38.000000,40.000000,287.000000,15.000000,38.000000,3.000000,168.000000,104.000000,-1.000000,26.000000,67.000000,133.000000,3434.000000,12.564492,981,143.200000,27.069526,901,659,270.000000,55.597542,3.964449,-18.772421,3.753558,-1.275799,-3.415644,2.387042,3.415678,2.387066,137.662003,277.987709,45,10186.753245,continental,SS,3.900000,3.800000,4.000000,3.800000,0.300000,-0.100000
SEA77,SEA,77,Izu-Bonin,143.200000,25.000000,146.200000,25.200000,134.400000,23.900000,264.000000,2,SS-C,-999,PACIFIC,PHILIPPINE_SEA,IZU_BONIN_ARC,Nishimura (2011),35.000000,284.000000,20.000000,33.000000,34.000000,289.000000,25.000000,31.000000,3.000000,214.000000,50.000000,2.000000,35.000000,65.000000,136.000000,3120.000000,22.274833,977,143.000000,25.085417,901,659,270.000000,55.597542,3.998964,-18.640402,3.789192,-1.278179,-3.408048,2.380783,3.408088,2.380811,134.178650,55.597542,45,10186.753245,continental,SS,3.500000,3.300000,3.400000,3.100000,0.300000,0.200000
SEA78,SEA,78,Mariana,145.100000,23.000000,147.200000,24.900000,139.100000,17.200000,225.300000,2,E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),33.000000,291.000000,66.000000,14.000000,41.000000,268.000000,42.000000,30.000000,17.000000,36.000000,171.000000,-17.000000,30.000000,63.000000,141.000000,2942.000000,24.818241,843,145.228933,22.811027,901,699,221.908329,55.597542,5.373800,7.187756,5.331569,0.672376,1.414444,5.485776,-1.414524,5.486062,139.346054,277.323210,45,10186.753245,oceanic,E,3.300000,1.400000,4.100000,3.000000,1.700000,-1.700000
SEA79,SEA,79,Mariana,146.900000,21.000000,149.300000,22.500000,140.000000,16.200000,235.000000,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),31.000000,299.000000,64.000000,14.000000,46.000000,263.000000,28.000000,41.000000,27.000000,42.000000,167.000000,-26.000000,29.000000,66.000000,145.000000,4157.000000,12.591567,838,147.012660,20.958076,901,699,254.256325,55.597542,6.300411,-24.674903,5.725128,-2.630227,-0.853968,5.807789,0.853973,5.807827,143.693176,555.310919,45,10186.753245,oceanic,E,3.100000,1.400000,4.600000,4.100000,2.700000,-2.600000
SEA8,SEA,8,Sumatra,97.000000,0.000000,94.800000,-1.500000,103.700000,4.500000,56.000000,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),55.000000,20.000000,36.000000,44.000000,46.000000,37.000000,19.000000,43.000000,18.000000,329.000000,87.000000,1.000000,21.000000,49.000000,43.000000,1029.000000,23.547955,1047,96.918832,-0.195599,511,686,54.644804,55.597542,5.466900,-29.679106,4.749709,-2.706891,-1.298109,0.843360,1.298894,0.843869,42.527817,1307.672485,40,2565.897814,continental,SS,5.500000,4.400000,4.600000,4.300000,1.800000,0.100000
SEA80,SEA,80,Mariana,147.600000,19.000000,150.400000,19.400000,139.200000,17.400000,260.000000,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),29.000000,304.000000,44.000000,21.000000,51.000000,263.000000,3.000000,51.000000,35.000000,49.000000,149.000000,-30.000000,31.000000,66.000000,147.000000,5355.000000,31.546129,834,147.300000,18.995171,901,699,270.000000,55.597542,6.928045,-37.065014,5.528248,-4.175677,-1.666498,5.460888,1.666551,5.461051,,777.701086,45,10186.753245,oceanic,E,2.900000,2.100000,5.100000,5.100000,3.500000,-3.000000
SEA81,SEA,81,Mariana,147.800000,17.000000,150.600000,16.900000,139.300000,17.000000,271.000000,2,E-SS,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),27.000000,309.000000,38.000000,21.000000,56.000000,263.000000,8.000000,55.000000,42.000000,56.000000,145.000000,-34.000000,27.000000,67.000000,150.000000,5670.000000,53.171576,830,147.300000,16.995171,901,699,270.000000,55.597542,7.524159,-33.704731,6.259410,-4.175255,-0.929278,5.460465,0.929365,5.461051,,1000.091254,45,10186.753245,oceanic,E,2.700000,2.100000,5.600000,5.500000,4.200000,-3.400000
SEA82,SEA,82,Mariana,147.500000,15.000000,150.100000,14.100000,139.500000,17.500000,289.200000,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),24.000000,313.000000,23.000000,22.000000,60.000000,264.000000,25.000000,55.000000,48.000000,62.000000,133.000000,-33.000000,29.000000,65.000000,152.000000,5815.000000,46.654558,826,147.067401,15.038313,901,699,291.740855,55.597542,8.081270,-52.242225,4.948360,-6.389104,-2.189320,4.915965,2.189558,4.916520,,1222.481421,45,10186.753245,oceanic,SS,2.400000,2.200000,6.000000,5.500000,4.800000,-3.300000
SEA83,SEA,83,Mariana,146.500000,13.300000,148.500000,11.400000,140.400000,18.800000,314.400000,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),21.000000,314.000000,0.000000,21.000000,64.000000,266.000000,48.000000,43.000000,53.000000,69.000000,115.000000,-22.000000,29.000000,65.000000,153.000000,4576.000000,47.675522,823,146.390209,13.715253,901,699,317.772415,55.597542,8.382185,-75.403577,2.112386,-8.111649,-3.626244,3.644599,3.626543,3.644919,,1389.274047,45,10186.753245,oceanic,SS,2.100000,2.100000,6.400000,4.300000,5.300000,-2.200000
SEA84,SEA,84,Mariana,144.500000,12.000000,145.600000,9.500000,141.000000,19.400000,335.900000,2,SS-E,-999,PACIFIC,PHILIPPINE_SEA,MARIANA,Argus et al. (2011),17.000000,311.000000,25.000000,15.000000,67.000000,270.000000,66.000000,27.000000,56.000000,78.000000,102.000000,-12.000000,30.000000,65.000000,150.000000,2848.000000,17.279305,818,144.424599,12.136789,901,699,335.978904,55.597542,8.604792,-88.256743,0.261765,-8.600810,-3.712038,2.543385,3.712468,2.543697,152.426208,1334.341005,45,10186.753245,continental,SS,1.700000,1.500000,6.700000,2.700000,5.600000,-1.200000
SEA85,SEA,85,Mariana,142.500000,11.400000,143.000000,8.700000,141.000000,19.400000,350.300000,2,Undefined,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,14.000000,303.000000,47.000000,9.000000,14.000000,303.000000,47.000000,9.000000,,-999.000000,-999.000000,,32.000000,58.000000,148.000000,918.000000,11.457862,814,142.561637,11.316537,901,699,335.600229,28.215304,8.656063,-83.540932,0.973750,-8.601118,-2.963887,2.543693,2.963892,2.543697,148.464279,1111.950837,45,10186.753245,oceanic,Undefined,1.400000,0.900000,1.400000,0.900000,,
SEA86,SEA,86,Mariana,140.500000,10.800000,140.500000,8.100000,140.300000,18.900000,359.000000,2,Undefined,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,11.000000,291.000000,68.000000,4.000000,11.000000,291.000000,68.000000,4.000000,,-999.000000,-999.000000,,-999.000000,-999.000000,145.000000,-999.000000,11.016064,810,140.590670,10.843400,901,699,359.055959,55.597542,-8.630778,-102.676100,-1.893932,-8.420413,-3.008947,1.297403,3.009044,1.297447,143.900009,889.560670,45,10186.753245,oceanic,Undefined,1.100000,0.400000,1.100000,0.400000,,
SEA87,SEA,87,Yap,138.600000,10.000000,141.200000,9.100000,130.800000,12.700000,290.000000,2,Neutral,-999,PACIFIC,PHILIPPINE_SEA,-999,-999,9.000000,275.000000,15.000000,9.000000,9.000000,275.000000,15.000000,9.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,143.000000,-999.000000,9.055172,805,138.675328,9.966416,901,699,287.678315,55.597542,8.803681,-26.921223,7.849625,-3.985999,0.782265,2.691390,-0.782324,2.691601,141.309311,611.572960,45,10186.753245,continental,N,0.900000,0.900000,0.900000,0.900000,0.000000,0.000000
SEA88,SEA,88,Yap,138.000000,8.600000,140.200000,7.000000,131.200000,13.100000,305.000000,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,6.000000,328.000000,23.000000,6.000000,6.000000,328.000000,23.000000,6.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,145.000000,-999.000000,5.434921,801,138.048909,8.607102,653,699,298.713815,55.597542,5.260643,-6.393485,5.227925,-0.585804,0.810707,2.834292,-0.810745,2.834434,118.064667,444.780335,29,536.771581,continental,N,0.600000,0.600000,0.600000,0.600000,0.000000,0.000000
SEA89,SEA,89,Yap,136.000000,7.300000,136.100000,4.600000,135.700000,15.400000,358.000000,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,3.000000,329.000000,29.000000,3.000000,3.000000,329.000000,29.000000,3.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,45.000000,-999.000000,20.219129,796,136.137371,7.179614,653,699,351.729474,55.597542,5.317149,-59.307052,2.714070,-4.572297,-1.002215,2.777060,1.002318,2.777382,35.588028,166.792626,29,536.771581,continental,N,0.300000,0.300000,0.300000,0.300000,0.000000,0.000000
SEA9,SEA,9,Sumatra,98.100000,-2.000000,96.100000,-3.800000,104.000000,3.500000,47.300000,1,SS,-999,CAPRICORN,SUNDA,SUMATRA FOREARC,Bradley et al. (2017),56.000000,21.000000,26.000000,50.000000,49.000000,39.000000,9.000000,48.000000,18.000000,323.000000,84.000000,2.000000,23.000000,54.000000,61.000000,1756.000000,19.489662,1051,98.077079,-1.826229,511,686,53.782360,55.597542,5.625832,-27.925178,4.970760,-2.634679,-1.185517,0.861398,1.185542,0.861417,49.016693,1085.282318,40,2565.897814,continental,SS,5.600000,5.000000,4.900000,4.800000,1.800000,0.200000
SEA90,SEA,90,Palau,134.500000,6.800000,136.400000,4.900000,128.600000,12.500000,315.000000,2,Neutral,-999,CAROLINE,PHILIPPINE_SEA,-999,-999,1.000000,302.000000,13.000000,1.000000,1.000000,302.000000,13.000000,1.000000,0.000000,-999.000000,-999.000000,0.000000,-999.000000,-999.000000,30.000000,-999.000000,25.128594,793,134.641439,6.977067,653,699,4.754018,27.798771,5.336647,-72.163560,1.634619,-5.080140,-1.057608,2.598596,1.057608,2.598596,27.534256,0.000000,29,536.771581,continental,N,0.100000,0.100000,0.100000,0.100000,0.000000,0.000000
SWP1,SWP,1,New Britain,148.000000,-7.300000,147.500000,-10.000000,149.400000,0.700000,10.000000,2,SS-E,-999,SOLOMON_SEA,NORTH_BISMARCK,SOUTH_BISMARCK,Argus et al. (2011),80.000000,65.000000,55.000000,45.000000,58.000000,20.000000,10.000000,57.000000,57.000000,113.000000,103.000000,-13.000000,-999.000000,70.000000,30.000000,-999.000000,33.676352,850,148.291129,-7.208794,615,69702,17.959349,35.618833,3.847526,48.016055,2.573696,2.859990,0.390112,-6.090159,-0.390112,-6.090210,,96.401393,31,104.221455,oceanic,SS,8.000000,4.500000,5.800000,5.700000,5.700000,-1.300000
SWP10,SWP,10,New Hebrides,165.700000,-12.000000,163.200000,-13.100000,173.200000,-8.600000,66.000000,2,Undefined,-999,AUSTRALIA,PACIFIC,-999,-999,93.000000,77.000000,11.000000,91.000000,93.000000,77.000000,11.000000,91.000000,,-999.000000,-999.000000,,41.000000,66.000000,40.000000,2857.000000,23.311666,883,165.722999,-12.208437,801,827,70.462504,55.597542,9.487354,2.670500,9.477051,0.442036,5.221207,-3.947060,-5.221382,-3.947192,42.350006,55.597542,11,3967.120756,continental,Undefined,9.300000,9.100000,9.300000,9.100000,,
SWP11,SWP,11,New Hebrides,166.200000,-14.000000,163.400000,-14.300000,174.400000,-12.900000,83.000000,2,SS-C,-999,AUSTRALIA,NEW_HEBRIDES,N-NEW_HEBRIDES,Bergeot et al. (2009),93.000000,83.000000,0.000000,93.000000,72.000000,27.000000,56.000000,40.000000,80.000000,131.000000,48.000000,53.000000,42.000000,70.000000,55.000000,1770.000000,16.266795,887,166.206704,-14.146146,801,827,87.664470,67.739468,9.218060,-14.736698,8.914832,-2.344866,6.045096,-2.237568,-6.045182,-2.237600,,80.763577,11,3967.120756,continental,SS,9.300000,9.300000,7.200000,4.000000,8.000000,5.300000
SWP12,SWP,12,New Hebrides,166.600000,-16.000000,164.100000,-17.200000,174.000000,-12.300000,64.000000,2,C-SS,-999,AUSTRALIA,NEW_HEBRIDES,C-NEW_HEBRIDES,Bergeot et al. (2009),101.000000,83.000000,19.000000,96.000000,48.000000,77.000000,13.000000,46.000000,54.000000,87.000000,23.000000,49.000000,35.000000,65.000000,46.000000,1566.000000,24.476181,326,166.387061,-15.919145,801,827,66.401687,55.597542,8.972543,6.159826,8.920739,0.962774,4.720829,-4.239437,-4.721110,-4.239690,,120.425084,11,3967.120756,continental,C,10.100000,9.600000,4.800000,4.600000,5.400000,4.900000
SWP13,SWP,13,New Hebrides,167.400000,-18.000000,164.600000,-18.400000,175.800000,-16.700000,81.500000,2,SS-E,-999,AUSTRALIA,NEW_HEBRIDES,S-NEW_HEBRIDES,Bergeot et al. (2009),109.000000,81.000000,0.000000,109.000000,114.000000,78.000000,4.000000,113.000000,9.000000,204.000000,122.000000,-5.000000,42.000000,64.000000,38.000000,3366.000000,25.210047,321,167.386524,-18.226357,801,827,68.632683,55.597542,8.608647,3.844150,8.589279,0.577147,4.740548,-4.031105,-4.740715,-4.031248,37.803371,398.412793,11,3967.120756,oceanic,SS,10.900000,10.900000,11.400000,11.300000,0.900000,-0.500000
SWP14,SWP,14,New Hebrides,168.200000,-20.000000,165.700000,-21.300000,175.600000,-15.900000,61.400000,2,E,-999,AUSTRALIA,NEW_HEBRIDES,S-NEW_HEBRIDES,Bergeot et al. (2009),117.000000,80.000000,19.000000,110.000000,158.000000,75.000000,14.000000,154.000000,44.000000,241.000000,180.000000,-44.000000,40.000000,66.000000,32.000000,3835.000000,7.830467,317,168.196233,-20.070332,801,827,60.280455,55.597542,8.305976,12.109200,8.121165,1.742391,3.991086,-4.641184,-3.991174,-4.641287,36.170238,611.572960,11,3967.120756,oceanic,E,11.700000,11.000000,15.800000,15.400000,4.400000,-4.400000
SWP15,SWP,15,New Hebrides,169.500000,-22.000000,167.400000,-23.900000,175.400000,-16.200000,44.600000,2,Undefined,-999,AUSTRALIA,NEW_HEBRIDES,-999,-999,124.000000,78.000000,34.000000,103.000000,124.000000,78.000000,34.000000,103.000000,,-999.000000,-999.000000,,43.000000,63.000000,26.000000,2106.000000,23.392120,312,169.676254,-22.132569,801,827,43.384986,55.597542,7.930032,29.246649,6.919148,3.874377,2.349681,-5.538971,-2.349854,-5.539380,,333.585251,11,3967.120756,oceanic,Undefined,12.400000,10.300000,12.400000,10.300000,,
SWP16,SWP,16,New Hebrides,171.000000,-23.000000,170.500000,-25.700000,172.400000,-15.000000,10.000000,2,Undefined,-999,AUSTRALIA,NEW_HEBRIDES,-999,-999,129.000000,76.000000,66.000000,52.000000,129.000000,76.000000,66.000000,52.000000,,-999.000000,-999.000000,,39.000000,59.000000,26.000000,1005.000000,7.802832,309,171.005151,-22.929988,801,827,14.006113,55.597542,7.748206,59.228775,3.964071,6.657390,-0.717415,-5.950902,0.717464,-5.951301,32.159687,166.792626,11,3967.120756,oceanic,Undefined,12.900000,5.200000,12.900000,5.200000,,
SWP17,SWP,17,Tonga,187.700000,-15.500000,190.100000,-14.200000,180.200000,-19.300000,241.400000,2,SS-E,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),84.000000,271.000000,30.000000,73.000000,253.000000,289.000000,47.000000,171.000000,174.000000,117.000000,124.000000,-97.000000,27.000000,46.000000,108.000000,10835.000000,19.764043,105,-172.428335,-15.372371,901,821,226.580865,55.597542,15.185910,48.323074,10.097561,11.342448,7.269361,-5.191617,-7.269453,-5.191683,107.491089,778.365586,42,3754.768345,oceanic,SS,8.400000,7.300000,25.300000,17.100000,17.400000,-9.700000
SWP18,SWP,18,Tonga,187.800000,-17.000000,190.500000,-17.700000,179.800000,-14.600000,286.100000,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),82.000000,271.000000,15.000000,79.000000,228.000000,291.000000,5.000000,228.000000,154.000000,122.000000,164.000000,-148.000000,27.000000,35.000000,105.000000,12300.000000,24.204626,108,-172.337181,-16.826341,901,821,271.161098,55.597542,14.474828,4.130558,14.437230,1.042613,8.176184,1.356299,-8.176992,1.356431,103.047585,945.158212,42,3754.768345,continental,E,8.200000,7.900000,22.800000,22.800000,15.400000,-14.800000
SWP19,SWP,19,Tonga,187.200000,-19.000000,189.900000,-19.800000,179.100000,-16.500000,286.800000,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),79.000000,271.000000,16.000000,76.000000,192.000000,292.000000,6.000000,191.000000,122.000000,126.000000,161.000000,-115.000000,26.000000,44.000000,101.000000,10929.000000,25.462123,112,-172.763898,-18.773576,901,821,287.003788,55.597542,13.486198,-12.055954,13.188747,-2.816819,6.616539,3.439991,-6.616772,3.440114,98.388710,1167.548379,42,3754.768345,oceanic,E,7.900000,7.600000,19.200000,19.100000,12.200000,-11.500000
SWP2,SWP,2,New Britain,150.000000,-7.000000,151.000000,-9.500000,147.100000,0.600000,339.000000,2,E-SS,-999,SOLOMON_SEA,NORTH_BISMARCK,SOUTH_BISMARCK,Argus et al. (2011),81.000000,63.000000,84.000000,9.000000,93.000000,9.000000,30.000000,81.000000,80.000000,134.000000,155.000000,-73.000000,34.000000,72.000000,30.000000,1835.000000,11.293048,791,149.965417,-6.904417,849,830,347.588145,55.597542,13.233408,45.864825,9.215130,9.497603,4.537664,-4.988600,-4.537812,-4.988758,43.092113,78.913148,2,1026.424204,oceanic,E,8.100000,0.900000,9.300000,8.100000,8.000000,-7.300000
SWP20,SWP,20,Tonga,186.500000,-21.000000,189.200000,-21.900000,178.600000,-17.900000,291.100000,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),76.000000,270.000000,21.000000,71.000000,155.000000,294.000000,3.000000,154.000000,90.000000,133.000000,158.000000,-83.000000,25.000000,51.000000,98.000000,9053.000000,20.091536,117,-173.624428,-21.138443,901,821,290.545381,55.597542,12.252564,-16.722973,11.734369,-3.525608,5.280394,3.779212,-5.280896,3.779574,93.899765,1292.607825,42,3754.768345,continental,E,7.600000,7.100000,15.500000,15.400000,9.000000,-8.300000
SWP21,SWP,21,Tonga,185.400000,-23.000000,188.000000,-24.200000,177.800000,-19.000000,297.900000,2,E-SS,-999,PACIFIC,AUSTRALIA,TONGA,Argus et al. (2011),72.000000,269.000000,29.000000,63.000000,114.000000,293.000000,5.000000,114.000000,56.000000,144.000000,154.000000,-50.000000,25.000000,56.000000,92.000000,6564.000000,9.432861,121,-174.524551,-22.951305,901,821,298.487765,55.597542,11.292216,-26.182304,10.133574,-4.982450,3.825587,4.387477,-3.826013,4.387958,90.612556,1070.217657,42,3754.768345,oceanic,E,7.200000,6.300000,11.400000,11.400000,5.600000,-5.000000
SWP22,SWP,22,Tonga,184.800000,-25.000000,187.800000,-25.300000,176.000000,-23.900000,275.900000,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),69.000000,269.000000,7.000000,68.000000,124.000000,281.000000,5.000000,124.000000,59.000000,116.000000,165.000000,-55.000000,25.000000,53.000000,87.000000,6587.000000,20.138798,125,-175.210219,-24.819125,901,821,278.898358,55.597542,10.304218,-7.908595,10.206213,-1.417790,4.198569,2.979982,-4.199049,2.980319,93.292824,847.827490,42,3754.768345,oceanic,E,6.900000,6.800000,12.400000,12.400000,5.900000,-5.500000
SWP23,SWP,23,Kermadec,184.500000,-27.000000,187.500000,-27.500000,175.700000,-25.200000,281.200000,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),66.000000,268.000000,13.000000,64.000000,114.000000,282.000000,1.000000,114.000000,52.000000,119.000000,162.000000,-49.000000,30.000000,52.000000,87.000000,6387.000000,22.943233,129,-175.414492,-26.808274,901,821,273.199871,55.597542,9.248793,-2.608476,9.239210,-0.420920,3.557698,2.575827,-3.557776,2.575881,98.549217,625.437322,42,3754.768345,oceanic,E,6.600000,6.400000,11.400000,11.400000,5.200000,-4.900000
SWP24,SWP,24,Kermadec,183.900000,-29.000000,186.900000,-29.700000,175.200000,-26.500000,286.400000,2,E-SS,-999,PACIFIC,AUSTRALIA,KERMADEC,Argus et al. (2011),62.000000,268.000000,19.000000,59.000000,103.000000,282.000000,5.000000,103.000000,46.000000,121.000000,165.000000,-44.000000,28.000000,56.000000,95.000000,6353.000000,25.093736,134,-176.108030,-29.225564,901,821,282.090807,55.597542,7.953954,-13.414752,7.736940,-1.845304,1.980082,3.122739,-1.980331,3.123105,105.554726,347.449613,42,3754.768345,oceanic,E,6.200000,5.900000,10.300000,10.300000,4.600000,-4.400000
